_id,LocationType,Time,Season,OffendingAnimalLeashStatus,IncidentType,VictimType,FinancialYear,Count
3605,Residential property,9 am to Noon,Autumn,Unknown,Harassment,Unknown,2021/22,1
3606,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2018/19,2
3607,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2019/20,1
3608,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2020/21,4
3609,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2021/22,2
3610,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2022/23,2
3611,Residential property,9 am to Noon,Spring,No Leash,Attack,Animal,2023/24,1
3612,Residential property,9 am to Noon,Spring,No Leash,Attack,Both,2018/19,1
3613,Residential property,9 am to Noon,Spring,No Leash,Attack,Both,2023/24,1
3614,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2018/19,1
3615,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2019/20,4
3616,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2020/21,2
3617,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2021/22,1
3618,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2022/23,2
3619,Residential property,9 am to Noon,Spring,No Leash,Attack,Human,2023/24,2
3620,Residential property,9 am to Noon,Spring,No Leash,Attack,Unknown,2020/21,2
3621,Residential property,9 am to Noon,Spring,No Leash,Attack,Unknown,2022/23,3
3622,Residential property,9 am to Noon,Spring,No Leash,Harassment,Animal,2021/22,1
3623,Residential property,9 am to Noon,Spring,No Leash,Harassment,Human,2020/21,1
3624,Residential property,9 am to Noon,Spring,No Leash,Harassment,Human,2021/22,1
3625,Residential property,9 am to Noon,Spring,No Leash,Harassment,Unknown,2018/19,1
3626,Residential property,9 am to Noon,Spring,No Leash,Harassment,Unknown,2020/21,2
3627,Residential property,9 am to Noon,Spring,On a Leash,Attack,Unknown,2020/21,1
3628,Residential property,9 am to Noon,Spring,On a Leash,Harassment,Animal,2020/21,1
3629,Residential property,9 am to Noon,Spring,Unknown,Attack,Animal,2020/21,2
3630,Residential property,9 am to Noon,Spring,Unknown,Attack,Animal,2023/24,1
3631,Residential property,9 am to Noon,Spring,Unknown,Attack,Human,2018/19,1
3632,Residential property,9 am to Noon,Spring,Unknown,Attack,Human,2023/24,1
3633,Residential property,9 am to Noon,Spring,Unknown,Attack,Unknown,2018/19,1
3634,Residential property,9 am to Noon,Spring,Unknown,Attack,Unknown,2023/24,1
3635,Residential property,9 am to Noon,Spring,Unknown,Harassment,Animal,2019/20,1
3636,Residential property,9 am to Noon,Spring,Unknown,Harassment,Animal,2022/23,1
3637,Residential property,9 am to Noon,Spring,Unknown,Harassment,Animal,2023/24,1
3638,Residential property,9 am to Noon,Spring,Unknown,Harassment,Human,2018/19,1
3639,Residential property,9 am to Noon,Spring,Unknown,Harassment,Human,2019/20,1
3640,Residential property,9 am to Noon,Spring,Unknown,Harassment,Unknown,2022/23,2
3641,Residential property,9 am to Noon,Summer,No Leash,Attack,Animal,2018/19,4
3642,Residential property,9 am to Noon,Summer,No Leash,Attack,Animal,2019/20,1
3643,Residential property,9 am to Noon,Summer,No Leash,Attack,Animal,2020/21,1
3644,Residential property,9 am to Noon,Summer,No Leash,Attack,Animal,2021/22,4
3645,Residential property,9 am to Noon,Summer,No Leash,Attack,Animal,2023/24,1
3646,Residential property,9 am to Noon,Summer,No Leash,Attack,Human,2019/20,3
3647,Residential property,9 am to Noon,Summer,No Leash,Attack,Human,2020/21,1
3648,Residential property,9 am to Noon,Summer,No Leash,Attack,Human,2021/22,1
3649,Residential property,9 am to Noon,Summer,No Leash,Attack,Human,2022/23,2
3650,Residential property,9 am to Noon,Summer,No Leash,Attack,Unknown,2020/21,2
3651,Residential property,9 am to Noon,Summer,No Leash,Attack,Unknown,2021/22,1
3652,Residential property,9 am to Noon,Summer,No Leash,Attack,Unknown,2022/23,2
3653,Residential property,9 am to Noon,Summer,No Leash,Attack,Unknown,2023/24,1
3654,Residential property,9 am to Noon,Summer,No Leash,Attack,Unknown,bef 30 Jun 2018,1
3655,Residential property,9 am to Noon,Summer,No Leash,Harassment,Animal,2020/21,1
3656,Residential property,9 am to Noon,Summer,No Leash,Harassment,Human,2020/21,2
3657,Residential property,9 am to Noon,Summer,No Leash,Harassment,Human,2021/22,1
3658,Residential property,9 am to Noon,Summer,No Leash,Harassment,Human,2023/24,1
3659,Residential property,9 am to Noon,Summer,No Leash,Harassment,Unknown,2021/22,1
3660,Residential property,9 am to Noon,Summer,On a Leash,Attack,Animal,2022/23,2
3661,Residential property,9 am to Noon,Summer,On a Leash,Attack,Human,2019/20,1
3662,Residential property,9 am to Noon,Summer,On a Leash,Attack,Human,2023/24,1
3663,Residential property,9 am to Noon,Summer,On a Leash,Attack,Unknown,2018/19,1
3664,Residential property,9 am to Noon,Summer,On a Leash,Attack,Unknown,2019/20,1
3665,Residential property,9 am to Noon,Summer,On a Leash,Attack,Unknown,2021/22,1
3666,Residential property,9 am to Noon,Summer,Unknown,Attack,Animal,2021/22,1
3667,Residential property,9 am to Noon,Summer,Unknown,Attack,Animal,2023/24,3
3668,Residential property,9 am to Noon,Summer,Unknown,Attack,Human,2021/22,1
3669,Residential property,9 am to Noon,Summer,Unknown,Attack,Unknown,2018/19,1
3670,Residential property,9 am to Noon,Summer,Unknown,Attack,Unknown,2022/23,1
3671,Residential property,9 am to Noon,Summer,Unknown,Harassment,Animal,2023/24,1
3672,Residential property,9 am to Noon,Summer,Unknown,Harassment,Human,2019/20,1
3673,Residential property,9 am to Noon,Summer,Unknown,Harassment,Human,2020/21,1
3674,Residential property,9 am to Noon,Summer,Unknown,Harassment,Unknown,2018/19,1
3675,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,2018/19,3
3676,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,2020/21,1
3677,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,2021/22,3
3678,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,2022/23,2
3679,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,2023/24,2
3680,Residential property,9 am to Noon,Winter,No Leash,Attack,Animal,bef 30 Jun 2018,1
3681,Residential property,9 am to Noon,Winter,No Leash,Attack,Human,2019/20,6
3682,Residential property,9 am to Noon,Winter,No Leash,Attack,Human,2020/21,1
3683,Residential property,9 am to Noon,Winter,No Leash,Attack,Human,2023/24,1
3684,Residential property,9 am to Noon,Winter,No Leash,Attack,Human,bef 30 Jun 2018,1
3685,Residential property,9 am to Noon,Winter,No Leash,Attack,Unknown,2020/21,1
3686,Residential property,9 am to Noon,Winter,No Leash,Attack,Unknown,2021/22,1
3687,Residential property,9 am to Noon,Winter,No Leash,Attack,Unknown,2022/23,2
3688,Residential property,9 am to Noon,Winter,No Leash,Attack,Unknown,2023/24,3
3689,Residential property,9 am to Noon,Winter,No Leash,Harassment,Animal,2021/22,1
3690,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,2018/19,1
3691,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,2019/20,1
3692,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,2020/21,2
3693,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,2021/22,1
3694,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,2023/24,2
3695,Residential property,9 am to Noon,Winter,No Leash,Harassment,Human,bef 30 Jun 2018,1
3696,Residential property,9 am to Noon,Winter,No Leash,Harassment,Unknown,2021/22,3
3697,Residential property,9 am to Noon,Winter,No Leash,Harassment,Unknown,2022/23,2
3698,Residential property,9 am to Noon,Winter,On a Leash,Attack,Animal,2021/22,1
3699,Residential property,9 am to Noon,Winter,On a Leash,Attack,Animal,2022/23,1
3700,Residential property,9 am to Noon,Winter,On a Leash,Attack,Unknown,2022/23,1
3701,Residential property,9 am to Noon,Winter,Unknown,Attack,Animal,2018/19,1
3702,Residential property,9 am to Noon,Winter,Unknown,Attack,Animal,2021/22,1
3703,Residential property,9 am to Noon,Winter,Unknown,Attack,Both,2020/21,1
3704,Residential property,9 am to Noon,Winter,Unknown,Attack,Human,2018/19,1
3705,Residential property,9 am to Noon,Winter,Unknown,Attack,Human,2020/21,1
3706,Residential property,9 am to Noon,Winter,Unknown,Attack,Human,2021/22,1
3707,Residential property,9 am to Noon,Winter,Unknown,Attack,Human,2022/23,1
3708,Residential property,9 am to Noon,Winter,Unknown,Attack,Unknown,2018/19,2
3709,Residential property,9 am to Noon,Winter,Unknown,Attack,Unknown,2019/20,1
3710,Residential property,9 am to Noon,Winter,Unknown,Attack,Unknown,2020/21,1
3711,Residential property,9 am to Noon,Winter,Unknown,Attack,Unknown,2022/23,1
3712,Residential property,9 am to Noon,Winter,Unknown,Harassment,Animal,2019/20,1
3713,Residential property,9 am to Noon,Winter,Unknown,Harassment,Animal,2022/23,1
3714,Residential property,9 am to Noon,Winter,Unknown,Harassment,Animal,2023/24,1
3715,Residential property,9 am to Noon,Winter,Unknown,Harassment,Human,2020/21,1
3716,Residential property,9 am to Noon,Winter,Unknown,Harassment,Unknown,2021/22,1
3717,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2018/19,1
3718,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2019/20,4
3719,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2020/21,4
3720,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2021/22,2
3721,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2022/23,2
3722,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Animal,bef 30 Jun 2018,1
3723,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Human,2019/20,1
3724,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Human,2020/21,1
3725,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Human,2021/22,1
3726,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Human,2022/23,3
3727,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Human,2023/24,2
3728,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2019/20,1
3729,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2020/21,1
3730,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2021/22,1
3731,Residential property,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2022/23,1
3732,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2020/21,2
3733,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2018/19,1
3734,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2019/20,1
3735,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2020/21,4
3736,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2022/23,1
3737,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2023/24,1
3738,Residential property,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,2019/20,1
3739,Residential property,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2018/19,1
3740,Residential property,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2023/24,1
3741,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2020/21,1
3742,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2021/22,2
3743,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2022/23,1
3744,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2023/24,2
3745,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Animal,bef 30 Jun 2018,1
3746,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Human,2019/20,1
3747,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Human,2022/23,2
3748,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Human,2023/24,1
3749,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2019/20,1
3750,Residential property,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2021/22,1
3751,Residential property,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2021/22,1
3752,Residential property,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2023/24,1
3753,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2018/19,2
3754,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2019/20,2
3755,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2020/21,3
3756,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2021/22,6
3757,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2022/23,3
3758,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Animal,2023/24,3
3759,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Both,2020/21,1
3760,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Both,2021/22,1
3761,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2018/19,1
3762,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2019/20,5
3763,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2020/21,1
3764,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2021/22,3
3765,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2022/23,2
3766,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Human,2023/24,1
3767,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2020/21,1
3768,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2021/22,2
3769,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2022/23,1
3770,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2023/24,2
3771,Residential property,Noon to 5 pm,Spring,No Leash,Attack,Unknown,bef 30 Jun 2018,1
3772,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2019/20,1
3773,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2020/21,2
3774,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2022/23,1
3775,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Human,2019/20,1
3776,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Human,2020/21,2
3777,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Human,2021/22,2
3778,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2020/21,2
3779,Residential property,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2022/23,1
3780,Residential property,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2022/23,1
3781,Residential property,Noon to 5 pm,Spring,On a Leash,Attack,Human,2020/21,1
3782,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Animal,2020/21,1
3783,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Animal,2022/23,1
3784,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Animal,2023/24,2
3785,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Both,2021/22,1
3786,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Human,2018/19,1
3787,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Human,2019/20,1
3788,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Human,2020/21,1
3789,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2018/19,1
3790,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2021/22,1
3791,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2022/23,1
3792,Residential property,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2023/24,3
3793,Residential property,Noon to 5 pm,Spring,Unknown,Harassment,Animal,2022/23,1
3794,Residential property,Noon to 5 pm,Spring,Unknown,Harassment,Animal,bef 30 Jun 2018,1
3795,Residential property,Noon to 5 pm,Spring,Unknown,Harassment,Human,2019/20,1
3796,Residential property,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2019/20,1
3797,Residential property,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2022/23,1
3798,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,2019/20,4
3799,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,2020/21,4
3800,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,2021/22,1
3801,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,2022/23,1
3802,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,2023/24,1
3803,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Animal,bef 30 Jun 2018,2
3804,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Both,2019/20,2
3805,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Human,2019/20,2
3806,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Human,2020/21,2
3807,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Human,2021/22,2
3808,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Human,2022/23,2
3809,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2020/21,2
3810,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2021/22,2
3811,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2022/23,4
3812,Residential property,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2023/24,2
3813,Residential property,Noon to 5 pm,Summer,No Leash,Harassment,Animal,2018/19,1
3814,Residential property,Noon to 5 pm,Summer,No Leash,Harassment,Animal,2021/22,1
3815,Residential property,Noon to 5 pm,Summer,No Leash,Harassment,Animal,2023/24,1
3816,Residential property,Noon to 5 pm,Summer,No Leash,Harassment,Human,2023/24,1
3817,Residential property,Noon to 5 pm,Summer,On a Leash,Attack,Unknown,2021/22,1
3818,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Animal,2018/19,2
3819,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Animal,2021/22,1
3820,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Animal,2023/24,1
3821,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Human,2018/19,1
3822,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Human,2019/20,2
3823,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Human,2021/22,1
3824,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Unknown,2019/20,1
3825,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Unknown,2021/22,1
3826,Residential property,Noon to 5 pm,Summer,Unknown,Attack,Unknown,2022/23,2
3827,Residential property,Noon to 5 pm,Summer,Unknown,Harassment,Animal,2018/19,1
3828,Residential property,Noon to 5 pm,Summer,Unknown,Harassment,Animal,2023/24,1
3829,Residential property,Noon to 5 pm,Summer,Unknown,Harassment,Human,2018/19,1
3830,Residential property,Noon to 5 pm,Summer,Unknown,Harassment,Unknown,2018/19,1
3831,Residential property,Noon to 5 pm,Summer,Unknown,Harassment,Unknown,2023/24,1
3832,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2018/19,6
3833,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2019/20,6
3834,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2020/21,7
3835,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2021/22,5
3836,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2022/23,5
3837,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Animal,2023/24,1
3838,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Human,2018/19,4
3839,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Human,2019/20,1
3840,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Human,2020/21,3
3841,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Human,2021/22,2
3842,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Human,2023/24,4
3843,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2018/19,1
3844,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2021/22,1
3845,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2022/23,2
3846,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2023/24,1
3847,Residential property,Noon to 5 pm,Winter,No Leash,Attack,Unknown,bef 30 Jun 2018,1
3848,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2018/19,1
3849,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2019/20,1
3850,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2021/22,1
3851,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2022/23,1
3852,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Human,2018/19,1
3853,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Human,2019/20,2
3854,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Human,2022/23,4
3855,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Human,2023/24,1
3856,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2018/19,1
3857,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2019/20,1
3858,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2021/22,2
3859,Residential property,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2022/23,1
3860,Residential property,Noon to 5 pm,Winter,On a Leash,Attack,Animal,2020/21,1
3861,Residential property,Noon to 5 pm,Winter,On a Leash,Attack,Animal,2021/22,1
3862,Residential property,Noon to 5 pm,Winter,On a Leash,Attack,Unknown,2021/22,1
3863,Residential property,Noon to 5 pm,Winter,On a Leash,Harassment,Animal,2023/24,1
3864,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Animal,2018/19,2
3865,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Animal,2019/20,2
3866,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Animal,2020/21,2
3867,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Animal,2021/22,3
3868,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Animal,2023/24,1
3869,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Human,2018/19,1
3870,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Human,2019/20,1
3871,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Human,2022/23,1
3872,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2018/19,1
3873,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2020/21,3
3874,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2022/23,1
3875,Residential property,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2023/24,2
3876,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Animal,2020/21,1
3877,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Animal,2022/23,2
3878,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Human,2019/20,1
3879,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Human,2022/23,1
3880,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Human,2023/24,1
3881,Residential property,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,2022/23,1
3882,Residential property,Unknown,Autumn,No Leash,Attack,Animal,2018/19,3
3883,Residential property,Unknown,Autumn,No Leash,Attack,Animal,2020/21,1
3884,Residential property,Unknown,Autumn,No Leash,Attack,Animal,2021/22,2
3885,Residential property,Unknown,Autumn,No Leash,Attack,Animal,bef 30 Jun 2018,1
3886,Residential property,Unknown,Autumn,No Leash,Attack,Human,2018/19,1
3887,Residential property,Unknown,Autumn,No Leash,Attack,Human,2019/20,1
3888,Residential property,Unknown,Autumn,No Leash,Attack,Human,2021/22,2
3889,Residential property,Unknown,Autumn,No Leash,Attack,Human,2022/23,2
3890,Residential property,Unknown,Autumn,No Leash,Attack,Human,bef 30 Jun 2018,1
3891,Residential property,Unknown,Autumn,No Leash,Harassment,Animal,2019/20,2
3892,Residential property,Unknown,Autumn,No Leash,Harassment,Animal,2020/21,1
3893,Residential property,Unknown,Autumn,No Leash,Harassment,Unknown,2019/20,1
3894,Residential property,Unknown,Autumn,On a Leash,Attack,Human,2018/19,1
3895,Residential property,Unknown,Autumn,On a Leash,Attack,Unknown,2018/19,1
3896,Residential property,Unknown,Autumn,On a Leash,Attack,Unknown,bef 30 Jun 2018,1
3897,Residential property,Unknown,Autumn,On a Leash,Harassment,Human,2018/19,1
3898,Residential property,Unknown,Autumn,Unknown,Attack,Animal,2018/19,1
3899,Residential property,Unknown,Autumn,Unknown,Attack,Animal,2019/20,1
3900,Residential property,Unknown,Autumn,Unknown,Attack,Animal,2021/22,2
3901,Residential property,Unknown,Autumn,Unknown,Attack,Animal,2022/23,1
3902,Residential property,Unknown,Autumn,Unknown,Attack,Human,2021/22,1
3903,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,2019/20,1
3904,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,2022/23,1
3905,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,bef 30 Jun 2018,1
3906,Residential property,Unknown,Autumn,Unknown,Harassment,Unknown,2022/23,3
3907,Residential property,Unknown,Spring,No Leash,Attack,Animal,2019/20,2
3908,Residential property,Unknown,Spring,No Leash,Attack,Animal,2020/21,1
3909,Residential property,Unknown,Spring,No Leash,Attack,Animal,2021/22,2
3910,Residential property,Unknown,Spring,No Leash,Attack,Animal,2023/24,1
3911,Residential property,Unknown,Spring,No Leash,Attack,Animal,bef 30 Jun 2018,1
3912,Residential property,Unknown,Spring,No Leash,Attack,Human,2018/19,1
3913,Residential property,Unknown,Spring,No Leash,Attack,Human,2020/21,2
3914,Residential property,Unknown,Spring,No Leash,Attack,Human,2021/22,1
3915,Residential property,Unknown,Spring,No Leash,Attack,Human,2022/23,1
3916,Residential property,Unknown,Spring,No Leash,Attack,Unknown,2020/21,1
3917,Residential property,Unknown,Spring,No Leash,Attack,Unknown,2021/22,1
3918,Residential property,Unknown,Spring,No Leash,Attack,Unknown,2022/23,2
3919,Residential property,Unknown,Spring,No Leash,Attack,Unknown,2023/24,1
3920,Residential property,Unknown,Spring,No Leash,Harassment,Animal,bef 30 Jun 2018,1
3921,Residential property,Unknown,Spring,No Leash,Harassment,Human,2018/19,2
3922,Residential property,Unknown,Spring,No Leash,Harassment,Human,2019/20,2
3923,Residential property,Unknown,Spring,No Leash,Harassment,Human,2020/21,1
3924,Residential property,Unknown,Spring,No Leash,Harassment,Human,bef 30 Jun 2018,1
3925,Residential property,Unknown,Spring,No Leash,Harassment,Unknown,2022/23,1
3926,Residential property,Unknown,Spring,On a Leash,Attack,Human,2022/23,1
3927,Residential property,Unknown,Spring,Unknown,Attack,Animal,2018/19,1
3928,Residential property,Unknown,Spring,Unknown,Attack,Animal,2020/21,1
3929,Residential property,Unknown,Spring,Unknown,Attack,Animal,2021/22,2
3930,Residential property,Unknown,Spring,Unknown,Attack,Animal,2023/24,1
3931,Residential property,Unknown,Spring,Unknown,Attack,Human,2020/21,1
3932,Residential property,Unknown,Spring,Unknown,Attack,Unknown,2020/21,2
3933,Residential property,Unknown,Spring,Unknown,Attack,Unknown,2023/24,1
3934,Residential property,Unknown,Spring,Unknown,Harassment,Animal,2019/20,1
3935,Residential property,Unknown,Spring,Unknown,Harassment,Human,2018/19,1
3936,Residential property,Unknown,Spring,Unknown,Harassment,Human,2019/20,1
3937,Residential property,Unknown,Summer,No Leash,Attack,Animal,2018/19,2
3938,Residential property,Unknown,Summer,No Leash,Attack,Animal,2022/23,1
3939,Residential property,Unknown,Summer,No Leash,Attack,Human,2022/23,1
3940,Residential property,Unknown,Summer,No Leash,Attack,Unknown,2020/21,1
3941,Residential property,Unknown,Summer,No Leash,Attack,Unknown,2022/23,2
3942,Residential property,Unknown,Summer,No Leash,Harassment,Animal,2018/19,1
