"_id","LocationType","Time","Season","OffendingAnimalLeashStatus","IncidentType","VictimType","FinancialYear","Count","Date","YearExtracted","MonthExtracted"
3917,"Residential property","Unknown","Spring","No Leash","Attack","Unknown","2021/22",1,2021-10-01,2021,10
3918,"Residential property","Unknown","Spring","No Leash","Attack","Unknown","2022/23",2,2022-10-01,2022,10
3919,"Residential property","Unknown","Spring","No Leash","Attack","Unknown","2023/24",1,2023-10-01,2023,10
3921,"Residential property","Unknown","Spring","No Leash","Harassment","Human","2018/19",2,2018-10-01,2018,10
3922,"Residential property","Unknown","Spring","No Leash","Harassment","Human","2019/20",2,2019-10-01,2019,10
3923,"Residential property","Unknown","Spring","No Leash","Harassment","Human","2020/21",1,2020-10-01,2020,10
3925,"Residential property","Unknown","Spring","No Leash","Harassment","Unknown","2022/23",1,2022-10-01,2022,10
3926,"Residential property","Unknown","Spring","On a Leash","Attack","Human","2022/23",1,2022-10-01,2022,10
3927,"Residential property","Unknown","Spring","Unknown","Attack","Animal","2018/19",1,2018-10-01,2018,10
3928,"Residential property","Unknown","Spring","Unknown","Attack","Animal","2020/21",1,2020-10-01,2020,10
3929,"Residential property","Unknown","Spring","Unknown","Attack","Animal","2021/22",2,2021-10-01,2021,10
3930,"Residential property","Unknown","Spring","Unknown","Attack","Animal","2023/24",1,2023-10-01,2023,10
3931,"Residential property","Unknown","Spring","Unknown","Attack","Human","2020/21",1,2020-10-01,2020,10
3932,"Residential property","Unknown","Spring","Unknown","Attack","Unknown","2020/21",2,2020-10-01,2020,10
3933,"Residential property","Unknown","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
3934,"Residential property","Unknown","Spring","Unknown","Harassment","Animal","2019/20",1,2019-10-01,2019,10
3935,"Residential property","Unknown","Spring","Unknown","Harassment","Human","2018/19",1,2018-10-01,2018,10
3936,"Residential property","Unknown","Spring","Unknown","Harassment","Human","2019/20",1,2019-10-01,2019,10
3937,"Residential property","Unknown","Summer","No Leash","Attack","Animal","2018/19",2,2019-01-01,2019,1
3938,"Residential property","Unknown","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
3939,"Residential property","Unknown","Summer","No Leash","Attack","Human","2022/23",1,2023-01-01,2023,1
3940,"Residential property","Unknown","Summer","No Leash","Attack","Unknown","2020/21",1,2021-01-01,2021,1
3941,"Residential property","Unknown","Summer","No Leash","Attack","Unknown","2022/23",2,2023-01-01,2023,1
3942,"Residential property","Unknown","Summer","No Leash","Harassment","Animal","2018/19",1,2019-01-01,2019,1
3943,"Residential property","Unknown","Summer","No Leash","Harassment","Animal","2022/23",1,2023-01-01,2023,1
3945,"Residential property","Unknown","Summer","On a Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
3946,"Residential property","Unknown","Summer","On a Leash","Harassment","Animal","2020/21",1,2021-01-01,2021,1
3947,"Residential property","Unknown","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
3948,"Residential property","Unknown","Summer","Unknown","Attack","Human","2019/20",1,2020-01-01,2020,1
3949,"Residential property","Unknown","Summer","Unknown","Attack","Unknown","2018/19",1,2019-01-01,2019,1
3950,"Residential property","Unknown","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
3951,"Residential property","Unknown","Summer","Unknown","Attack","Unknown","2022/23",2,2023-01-01,2023,1
3952,"Residential property","Unknown","Summer","Unknown","Harassment","Animal","2021/22",1,2022-01-01,2022,1
3953,"Residential property","Unknown","Summer","Unknown","Harassment","Unknown","2022/23",1,2023-01-01,2023,1
3954,"Residential property","Unknown","Winter","No Leash","Attack","Animal","2018/19",2,2018-07-01,2018,7
3955,"Residential property","Unknown","Winter","No Leash","Attack","Animal","2019/20",2,2019-07-01,2019,7
3956,"Residential property","Unknown","Winter","No Leash","Attack","Animal","2020/21",2,2020-07-01,2020,7
3957,"Residential property","Unknown","Winter","No Leash","Attack","Animal","2022/23",1,2022-07-01,2022,7
3958,"Residential property","Unknown","Winter","No Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
3960,"Residential property","Unknown","Winter","No Leash","Attack","Human","2019/20",1,2019-07-01,2019,7
3961,"Residential property","Unknown","Winter","No Leash","Attack","Human","2023/24",2,2023-07-01,2023,7
3962,"Residential property","Unknown","Winter","No Leash","Attack","Unknown","2019/20",2,2019-07-01,2019,7
3963,"Residential property","Unknown","Winter","No Leash","Attack","Unknown","2022/23",1,2022-07-01,2022,7
3964,"Residential property","Unknown","Winter","No Leash","Harassment","Human","2022/23",1,2022-07-01,2022,7
3965,"Residential property","Unknown","Winter","No Leash","Harassment","Human","2023/24",1,2023-07-01,2023,7
3967,"Residential property","Unknown","Winter","No Leash","Harassment","Unknown","2023/24",1,2023-07-01,2023,7
3968,"Residential property","Unknown","Winter","On a Leash","Attack","Human","2022/23",1,2022-07-01,2022,7
3970,"Residential property","Unknown","Winter","Unknown","Attack","Human","2020/21",1,2020-07-01,2020,7
3971,"Residential property","Unknown","Winter","Unknown","Attack","Human","2022/23",1,2022-07-01,2022,7
3972,"Residential property","Unknown","Winter","Unknown","Attack","Unknown","2021/22",2,2021-07-01,2021,7
3973,"Residential property","Unknown","Winter","Unknown","Attack","Unknown","2022/23",1,2022-07-01,2022,7
3974,"Residential property","Unknown","Winter","Unknown","Attack","Unknown","2023/24",1,2023-07-01,2023,7
3975,"Residential property","Unknown","Winter","Unknown","Harassment","Human","2022/23",1,2022-07-01,2022,7
3976,"Residential property","Unknown","Winter","Unknown","Harassment","Unknown","2019/20",1,2019-07-01,2019,7
3977,"Residential property","Unknown","Winter","Unknown","Harassment","Unknown","2023/24",2,2023-07-01,2023,7
3978,"School","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
3979,"School","5 pm to 8 pm","Autumn","No Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
3980,"School","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2022/23",1,2023-04-01,2023,4
3981,"School","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2022/23",1,2022-10-01,2022,10
3982,"School","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2023/24",1,2023-10-01,2023,10
3983,"School","5 pm to 8 pm","Spring","Unknown","Attack","Human","2019/20",1,2019-10-01,2019,10
3984,"School","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2020/21",1,2021-01-01,2021,1
3985,"School","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2019/20",1,2020-01-01,2020,1
3986,"School","5 pm to 8 pm","Summer","Unknown","Attack","Human","2022/23",1,2023-01-01,2023,1
3987,"School","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
3988,"School","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2023/24",1,2024-01-01,2024,1
3989,"School","5 pm to 8 pm","Summer","Unknown","Harassment","Unknown","2020/21",1,2021-01-01,2021,1
3990,"School","6 am to 9 am","Autumn","Unknown","Attack","Unknown","2019/20",1,2020-04-01,2020,4
3991,"School","8 pm to 10 pm","Spring","Unknown","Attack","Animal","2023/24",1,2023-10-01,2023,10
3992,"School","9 am to Noon","Autumn","No Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
3993,"School","9 am to Noon","Autumn","Unknown","Attack","Unknown","2019/20",1,2020-04-01,2020,4
3994,"School","9 am to Noon","Spring","No Leash","Attack","Human","2018/19",1,2018-10-01,2018,10
3995,"School","9 am to Noon","Spring","No Leash","Attack","Unknown","2019/20",2,2019-10-01,2019,10
3996,"School","9 am to Noon","Spring","Unknown","Attack","Animal","2019/20",1,2019-10-01,2019,10
3997,"School","9 am to Noon","Summer","No Leash","Harassment","Unknown","2019/20",1,2020-01-01,2020,1
3998,"School","9 am to Noon","Summer","No Leash","Harassment","Unknown","2020/21",1,2021-01-01,2021,1
3999,"School","Noon to 5 pm","Autumn","No Leash","Attack","Human","2019/20",1,2020-04-01,2020,4
4000,"School","Noon to 5 pm","Autumn","No Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
4001,"School","Noon to 5 pm","Autumn","Unknown","Attack","Animal","2018/19",1,2019-04-01,2019,4
4002,"School","Noon to 5 pm","Spring","No Leash","Harassment","Animal","2019/20",1,2019-10-01,2019,10
4003,"School","Noon to 5 pm","Spring","Unknown","Attack","Unknown","2022/23",1,2022-10-01,2022,10
4004,"School","Noon to 5 pm","Winter","No Leash","Attack","Human","2021/22",1,2021-07-01,2021,7
4005,"School","Noon to 5 pm","Winter","Unknown","Harassment","Unknown","2021/22",1,2021-07-01,2021,7
4006,"School","Unknown","Winter","Unknown","Attack","Unknown","2021/22",1,2021-07-01,2021,7
4007,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2019/20",1,2020-04-01,2020,4
4008,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2021/22",1,2022-04-01,2022,4
4009,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2022/23",1,2023-04-01,2023,4
4010,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2023/24",1,2024-04-01,2024,4
4012,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Both","2021/22",1,2022-04-01,2022,4
4013,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Human","2021/22",3,2022-04-01,2022,4
4014,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
4015,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Human","2023/24",1,2024-04-01,2024,4
4016,"Street","5 pm to 8 pm","Autumn","No Leash","Attack","Unknown","2018/19",1,2019-04-01,2019,4
4017,"Street","5 pm to 8 pm","Autumn","No Leash","Harassment","Animal","2018/19",2,2019-04-01,2019,4
4018,"Street","5 pm to 8 pm","Autumn","No Leash","Harassment","Human","2020/21",1,2021-04-01,2021,4
4019,"Street","5 pm to 8 pm","Autumn","No Leash","Harassment","Human","2021/22",1,2022-04-01,2022,4
4020,"Street","5 pm to 8 pm","Autumn","No Leash","Harassment","Human","2022/23",3,2023-04-01,2023,4
4022,"Street","5 pm to 8 pm","Autumn","No Leash","Harassment","Unknown","2021/22",1,2022-04-01,2022,4
4023,"Street","5 pm to 8 pm","Autumn","On a Leash","Attack","Animal","2022/23",1,2023-04-01,2023,4
4025,"Street","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2018/19",1,2019-04-01,2019,4
4026,"Street","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
4027,"Street","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2021/22",1,2022-04-01,2022,4
4028,"Street","5 pm to 8 pm","Autumn","On a Leash","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
4029,"Street","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2018/19",1,2019-04-01,2019,4
4030,"Street","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
4031,"Street","5 pm to 8 pm","Autumn","Unknown","Attack","Both","2023/24",1,2024-04-01,2024,4
4032,"Street","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2022/23",1,2023-04-01,2023,4
4033,"Street","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2022/23",1,2023-04-01,2023,4
4034,"Street","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2023/24",1,2024-04-01,2024,4
4035,"Street","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2020/21",1,2021-04-01,2021,4
4036,"Street","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
4038,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2019/20",3,2019-10-01,2019,10
4039,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2020/21",2,2020-10-01,2020,10
4040,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2021/22",3,2021-10-01,2021,10
4041,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2023/24",2,2023-10-01,2023,10
4042,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Both","2021/22",1,2021-10-01,2021,10
4043,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Human","2023/24",1,2023-10-01,2023,10
4044,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2021/22",1,2021-10-01,2021,10
4045,"Street","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2022/23",1,2022-10-01,2022,10
4046,"Street","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2022/23",2,2022-10-01,2022,10
4047,"Street","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2023/24",1,2023-10-01,2023,10
4048,"Street","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2018/19",2,2018-10-01,2018,10
4049,"Street","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2021/22",2,2021-10-01,2021,10
4050,"Street","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2022/23",1,2022-10-01,2022,10
4051,"Street","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2018/19",2,2018-10-01,2018,10
4052,"Street","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2020/21",1,2020-10-01,2020,10
4053,"Street","5 pm to 8 pm","Spring","On a Leash","Attack","Unknown","2020/21",1,2020-10-01,2020,10
4054,"Street","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2020/21",1,2020-10-01,2020,10
4055,"Street","5 pm to 8 pm","Spring","Unknown","Attack","Human","2022/23",1,2022-10-01,2022,10
4056,"Street","5 pm to 8 pm","Spring","Unknown","Attack","Human","2023/24",1,2023-10-01,2023,10
4057,"Street","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2019/20",1,2019-10-01,2019,10
4058,"Street","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
4059,"Street","5 pm to 8 pm","Spring","Unknown","Harassment","Animal","2019/20",1,2019-10-01,2019,10
4060,"Street","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2022/23",1,2022-10-01,2022,10
4061,"Street","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2023/24",1,2023-10-01,2023,10
4062,"Street","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2018/19",1,2018-10-01,2018,10
4063,"Street","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2023/24",1,2023-10-01,2023,10
4064,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2018/19",5,2019-01-01,2019,1
4065,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
4066,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2021/22",1,2022-01-01,2022,1
4067,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2022/23",2,2023-01-01,2023,1
4068,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2023/24",2,2024-01-01,2024,1
4070,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Human","2018/19",1,2019-01-01,2019,1
4071,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Human","2020/21",4,2021-01-01,2021,1
4072,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Human","2021/22",2,2022-01-01,2022,1
4073,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Human","2022/23",2,2023-01-01,2023,1
4074,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Human","2023/24",1,2024-01-01,2024,1
4075,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2018/19",1,2019-01-01,2019,1
4076,"Street","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2021/22",1,2022-01-01,2022,1
4077,"Street","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2019/20",1,2020-01-01,2020,1
4079,"Street","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2019/20",1,2020-01-01,2020,1
4080,"Street","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2019/20",1,2020-01-01,2020,1
4081,"Street","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2021/22",2,2022-01-01,2022,1
4082,"Street","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2021/22",2,2022-01-01,2022,1
4083,"Street","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2022/23",1,2023-01-01,2023,1
4084,"Street","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
4085,"Street","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2020/21",1,2021-01-01,2021,1
4086,"Street","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2023/24",1,2024-01-01,2024,1
4087,"Street","5 pm to 8 pm","Summer","Unknown","Attack","Human","2023/24",2,2024-01-01,2024,1
4088,"Street","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
4089,"Street","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2021/22",1,2022-01-01,2022,1
4090,"Street","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2022/23",1,2023-01-01,2023,1
4091,"Street","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2023/24",1,2024-01-01,2024,1
4092,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2018/19",2,2018-07-01,2018,7
4093,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2019/20",2,2019-07-01,2019,7
4094,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2022/23",2,2022-07-01,2022,7
4095,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2023/24",3,2023-07-01,2023,7
4096,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Both","2023/24",1,2023-07-01,2023,7
4097,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Human","2019/20",2,2019-07-01,2019,7
4098,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Human","2020/21",1,2020-07-01,2020,7
4099,"Street","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2020/21",1,2020-07-01,2020,7
4100,"Street","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2022/23",1,2022-07-01,2022,7
4101,"Street","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2023/24",1,2023-07-01,2023,7
4102,"Street","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2019/20",2,2019-07-01,2019,7
4103,"Street","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2020/21",1,2020-07-01,2020,7
4104,"Street","5 pm to 8 pm","Winter","No Leash","Harassment","Unknown","2019/20",1,2019-07-01,2019,7
4105,"Street","5 pm to 8 pm","Winter","On a Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
4106,"Street","5 pm to 8 pm","Winter","On a Leash","Attack","Human","2020/21",1,2020-07-01,2020,7
4107,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2022/23",1,2022-07-01,2022,7
4108,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Both","2023/24",1,2023-07-01,2023,7
4109,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Human","2023/24",1,2023-07-01,2023,7
4110,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2018/19",1,2018-07-01,2018,7
4111,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2019/20",1,2019-07-01,2019,7
4112,"Street","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2022/23",1,2022-07-01,2022,7
4113,"Street","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2019/20",1,2019-07-01,2019,7
4114,"Street","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2018/19",1,2018-07-01,2018,7
4115,"Street","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2019/20",2,2019-07-01,2019,7
4116,"Street","6 am to 9 am","Autumn","No Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
4117,"Street","6 am to 9 am","Autumn","No Leash","Attack","Animal","2022/23",2,2023-04-01,2023,4
4118,"Street","6 am to 9 am","Autumn","No Leash","Attack","Animal","2023/24",2,2024-04-01,2024,4
4119,"Street","6 am to 9 am","Autumn","No Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
4120,"Street","6 am to 9 am","Autumn","No Leash","Attack","Human","2023/24",1,2024-04-01,2024,4
4121,"Street","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2018/19",1,2019-04-01,2019,4
4122,"Street","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2020/21",1,2021-04-01,2021,4
4123,"Street","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2021/22",2,2022-04-01,2022,4
4124,"Street","6 am to 9 am","Autumn","No Leash","Harassment","Human","2018/19",2,2019-04-01,2019,4
4125,"Street","6 am to 9 am","Autumn","No Leash","Harassment","Human","2020/21",2,2021-04-01,2021,4
4126,"Street","6 am to 9 am","Autumn","No Leash","Harassment","Human","2021/22",2,2022-04-01,2022,4
4127,"Street","6 am to 9 am","Autumn","No Leash","Harassment","Human","2022/23",1,2023-04-01,2023,4
4128,"Street","6 am to 9 am","Autumn","No Leash","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
4129,"Street","6 am to 9 am","Autumn","On a Leash","Attack","Animal","2019/20",1,2020-04-01,2020,4
4130,"Street","6 am to 9 am","Autumn","On a Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
4131,"Street","6 am to 9 am","Autumn","On a Leash","Attack","Animal","2022/23",2,2023-04-01,2023,4
4132,"Street","6 am to 9 am","Autumn","On a Leash","Harassment","Animal","2023/24",1,2024-04-01,2024,4
4133,"Street","6 am to 9 am","Autumn","Unknown","Attack","Animal","2020/21",1,2021-04-01,2021,4
4134,"Street","6 am to 9 am","Autumn","Unknown","Attack","Unknown","2021/22",1,2022-04-01,2022,4
4135,"Street","6 am to 9 am","Spring","No Leash","Attack","Animal","2019/20",2,2019-10-01,2019,10
4136,"Street","6 am to 9 am","Spring","No Leash","Attack","Animal","2021/22",3,2021-10-01,2021,10
4137,"Street","6 am to 9 am","Spring","No Leash","Attack","Animal","2022/23",1,2022-10-01,2022,10
4138,"Street","6 am to 9 am","Spring","No Leash","Attack","Human","2019/20",1,2019-10-01,2019,10
4139,"Street","6 am to 9 am","Spring","No Leash","Attack","Unknown","2019/20",2,2019-10-01,2019,10
4140,"Street","6 am to 9 am","Spring","No Leash","Harassment","Animal","2018/19",1,2018-10-01,2018,10
4141,"Street","6 am to 9 am","Spring","No Leash","Harassment","Animal","2021/22",1,2021-10-01,2021,10
4142,"Street","6 am to 9 am","Spring","No Leash","Harassment","Animal","2022/23",1,2022-10-01,2022,10
4143,"Street","6 am to 9 am","Spring","No Leash","Harassment","Animal","2023/24",1,2023-10-01,2023,10
4144,"Street","6 am to 9 am","Spring","No Leash","Harassment","Human","2021/22",1,2021-10-01,2021,10
4145,"Street","6 am to 9 am","Spring","No Leash","Harassment","Human","2022/23",1,2022-10-01,2022,10
4146,"Street","6 am to 9 am","Spring","No Leash","Harassment","Unknown","2019/20",1,2019-10-01,2019,10
4147,"Street","6 am to 9 am","Spring","No Leash","Harassment","Unknown","2020/21",1,2020-10-01,2020,10
4148,"Street","6 am to 9 am","Spring","No Leash","Harassment","Unknown","2021/22",1,2021-10-01,2021,10
4149,"Street","6 am to 9 am","Spring","Unknown","Attack","Unknown","2022/23",1,2022-10-01,2022,10
4150,"Street","6 am to 9 am","Spring","Unknown","Harassment","Human","2018/19",1,2018-10-01,2018,10
4151,"Street","6 am to 9 am","Spring","Unknown","Harassment","Human","2019/20",1,2019-10-01,2019,10
4152,"Street","6 am to 9 am","Spring","Unknown","Harassment","Unknown","2022/23",1,2022-10-01,2022,10
4153,"Street","6 am to 9 am","Summer","No Leash","Attack","Animal","2018/19",4,2019-01-01,2019,1
4154,"Street","6 am to 9 am","Summer","No Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
4155,"Street","6 am to 9 am","Summer","No Leash","Attack","Animal","2021/22",3,2022-01-01,2022,1
4156,"Street","6 am to 9 am","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
4157,"Street","6 am to 9 am","Summer","No Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
4158,"Street","6 am to 9 am","Summer","No Leash","Attack","Both","2022/23",1,2023-01-01,2023,1
4159,"Street","6 am to 9 am","Summer","No Leash","Attack","Human","2018/19",1,2019-01-01,2019,1
4160,"Street","6 am to 9 am","Summer","No Leash","Attack","Human","2022/23",3,2023-01-01,2023,1
4161,"Street","6 am to 9 am","Summer","No Leash","Attack","Human","2023/24",1,2024-01-01,2024,1
4162,"Street","6 am to 9 am","Summer","No Leash","Attack","Unknown","2019/20",2,2020-01-01,2020,1
4163,"Street","6 am to 9 am","Summer","No Leash","Attack","Unknown","2020/21",1,2021-01-01,2021,1
4164,"Street","6 am to 9 am","Summer","No Leash","Attack","Unknown","2021/22",1,2022-01-01,2022,1
4165,"Street","6 am to 9 am","Summer","No Leash","Attack","Unknown","2023/24",2,2024-01-01,2024,1
4166,"Street","6 am to 9 am","Summer","No Leash","Harassment","Animal","2018/19",1,2019-01-01,2019,1
4167,"Street","6 am to 9 am","Summer","No Leash","Harassment","Animal","2022/23",1,2023-01-01,2023,1
4168,"Street","6 am to 9 am","Summer","No Leash","Harassment","Human","2023/24",1,2024-01-01,2024,1
4169,"Street","6 am to 9 am","Summer","No Leash","Harassment","Unknown","2023/24",1,2024-01-01,2024,1
4170,"Street","6 am to 9 am","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
4171,"Street","6 am to 9 am","Summer","Unknown","Attack","Animal","2023/24",1,2024-01-01,2024,1
4173,"Street","6 am to 9 am","Summer","Unknown","Attack","Human","2018/19",1,2019-01-01,2019,1
4174,"Street","6 am to 9 am","Summer","Unknown","Attack","Unknown","2023/24",1,2024-01-01,2024,1
4175,"Street","6 am to 9 am","Summer","Unknown","Harassment","Human","2020/21",1,2021-01-01,2021,1
4176,"Street","6 am to 9 am","Summer","Unknown","Harassment","Unknown","2023/24",3,2024-01-01,2024,1
4177,"Street","6 am to 9 am","Winter","No Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
4178,"Street","6 am to 9 am","Winter","No Leash","Attack","Animal","2020/21",1,2020-07-01,2020,7
4179,"Street","6 am to 9 am","Winter","No Leash","Attack","Animal","2021/22",2,2021-07-01,2021,7
4180,"Street","6 am to 9 am","Winter","No Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
4181,"Street","6 am to 9 am","Winter","No Leash","Attack","Human","2020/21",1,2020-07-01,2020,7
4182,"Street","6 am to 9 am","Winter","No Leash","Attack","Human","2023/24",1,2023-07-01,2023,7
4183,"Street","6 am to 9 am","Winter","No Leash","Harassment","Animal","2019/20",1,2019-07-01,2019,7
4184,"Street","6 am to 9 am","Winter","No Leash","Harassment","Animal","2020/21",1,2020-07-01,2020,7
4185,"Street","6 am to 9 am","Winter","No Leash","Harassment","Animal","2022/23",1,2022-07-01,2022,7
4186,"Street","6 am to 9 am","Winter","No Leash","Harassment","Human","2018/19",1,2018-07-01,2018,7
4187,"Street","6 am to 9 am","Winter","No Leash","Harassment","Human","2023/24",1,2023-07-01,2023,7
4188,"Street","6 am to 9 am","Winter","No Leash","Harassment","Unknown","2021/22",2,2021-07-01,2021,7
4189,"Street","6 am to 9 am","Winter","On a Leash","Attack","Human","2023/24",1,2023-07-01,2023,7
4190,"Street","6 am to 9 am","Winter","On a Leash","Harassment","Animal","2022/23",1,2022-07-01,2022,7
4191,"Street","6 am to 9 am","Winter","Unknown","Attack","Animal","2018/19",2,2018-07-01,2018,7
4192,"Street","6 am to 9 am","Winter","Unknown","Attack","Animal","2019/20",1,2019-07-01,2019,7
